id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
455,0.832331329,1,0.16,0,0.315789474,1,0.741935484,0.666666667,0.116666667,0.285714286,0.95,0.483163265,0.421228304,0.219267487,0.857142857,0.111111111,0.944444444,1,1,0,2
456,0.448229793,1,0.64,1,0.210526316,0,0.629032258,0,0.125,0.285714286,0.35,0.670408163,0.923898531,-0.937989621,0.142857143,0.166666667,0.166666667,0,0,0,1
457,0.418837675,1,0.36,0,0.631578947,0,0.822580645,0.333333333,0.033333333,0.571428571,0.7,0.310714286,0.580774366,0.790980162,0.642857143,0.5,0.555555556,1,1,0,3
458,0.108884436,0,0.28,1,0,0,0.419354839,0.888888889,0.216666667,0.571428571,0.25,0.384693878,0.665554072,-0.075810023,0.857142857,0.833333333,0.944444444,1,1,0,1
459,0.008016032,1,0,0,0.315789474,1,0.677419355,0,0.883333333,0.428571429,0.6,0.315816327,0.244993324,-0.720369958,0,0.055555556,0.388888889,1,1,0,0
460,0.828991316,0,0.72,1,0.473684211,1,0.661290323,0.333333333,0.75,0.857142857,0.6,0.231122449,0.12082777,0.447952557,0.5,0.166666667,0.444444444,1,0,1,2
461,0.675350701,1,0.48,0,0.631578947,0,0.064516129,0.666666667,0.683333333,0.857142857,0.85,0.104591837,0.256341789,0.194370322,0.714285714,0.388888889,0.277777778,1,1,1,2
462,0.991983968,0,0,1,0.157894737,1,0.790322581,0,0.708333333,1,1,0.143877551,0.572763685,-0.470476192,0.857142857,0.666666667,0.055555556,1,1,1,1
463,0.30995324,1,0.4,1,0.263157895,0,0.177419355,1,0.241666667,0.142857143,0.7,0.066326531,0.332443258,-0.909403987,0.285714286,0.444444444,0.444444444,0,1,0,0
464,0.378089512,1,0.76,1,0.157894737,1,0.612903226,0.555555556,0.35,1,0.75,0.252040816,0.993991989,-1.401814582,0.785714286,0.777777778,0.5,1,0,0,0
465,0.722778891,1,0.44,0,0.263157895,1,0.64516129,0.777777778,0.316666667,0.285714286,0.5,0.140306122,0.241655541,1.408798697,0.642857143,0.555555556,0.388888889,1,0,0,3
466,0.769539078,0,0,1,0.105263158,1,0.564516129,0.888888889,0.8,0.428571429,0.3,0.228061224,0.857810414,1.688200214,1,0.222222222,0.888888889,1,1,1,3
467,0.62257849,0,0.44,0,0.368421053,0,0.032258065,0.666666667,0.441666667,1,0.55,0.143367347,0.199599466,-1.720867139,0.428571429,0.5,0.111111111,1,1,1,0
468,0.176352705,0,0.96,0,0,1,0.258064516,0,0.608333333,0.857142857,0,0.003061224,0.195594126,-0.975796427,0.428571429,0.055555556,0.777777778,1,1,0,0
469,0.897795591,1,0,1,0.526315789,0,0.951612903,0.222222222,0.133333333,0,0.6,0.148979592,0.130173565,-0.362588477,0.285714286,0.277777778,0.222222222,0,0,0,1
470,0.167668671,0,0,1,0.052631579,0,0.741935484,0.666666667,0.058333333,0.857142857,0.65,0.083673469,0.152202937,1.600599079,0.142857143,0.277777778,0.777777778,0,0,0,3
471,0.966599866,0,0.92,1,0.421052632,0,0.225806452,0,0.166666667,0.571428571,0.5,0.321938776,0.961281709,1.388512119,0.285714286,0.388888889,0.833333333,0,1,0,3
472,0.384769539,0,0.8,1,0,1,0.693548387,1,0.783333333,0.285714286,0.2,0.457653061,0.536715621,-0.146813049,0.071428571,0.111111111,0.222222222,1,1,0,1
473,0.287909152,1,0,0,0.052631579,1,0.935483871,0.666666667,0.2,0.428571429,0.1,0.136734694,0.385847797,-0.613404361,0.071428571,0.055555556,0.944444444,1,1,0,0
474,0.97995992,0,0.16,0,0,0,0.322580645,0.777777778,0.291666667,0.285714286,0.35,0.439285714,0.506675567,0.183304915,0.285714286,0.444444444,0.277777778,0,0,1,2
475,0.414829659,0,0.28,0,0.473684211,0,0,0.555555556,0.333333333,0.428571429,0.7,0.168877551,0.193591455,1.075914382,0.428571429,0.111111111,0.611111111,1,1,1,2
476,0.726118904,0,0,0,0,1,0.951612903,0.777777778,0.658333333,0,0.65,0.542857143,0.730307076,1.058394155,0.928571429,0,0.833333333,1,1,0,3
477,0.066800267,0,0.64,0,0.210526316,0,0.387096774,0.222222222,0.175,0.428571429,0.9,0.259693878,0.032042724,-1.112269775,0.285714286,0.055555556,0.555555556,0,0,0,0
478,0.744154977,0,0,0,0.736842105,0,0.209677419,0,0.433333333,0.428571429,0.8,0.317346939,0.504672897,1.257571474,0.785714286,0.111111111,0.055555556,0,0,1,3
479,0.726786907,1,0.68,1,0.105263158,0,0.903225806,0,0.4,0.428571429,0.2,0.488265306,0.941922563,1.693732918,0.785714286,0.777777778,0.666666667,1,0,1,3
480,0.611890448,1,0.88,0,0.105263158,1,0.870967742,0.888888889,0.283333333,0.714285714,0.2,0.252040816,0.767022697,-1.414724223,0.428571429,0.166666667,0.222222222,1,0,1,0
481,0.798931196,1,0.08,0,0.052631579,1,0.516129032,0,0.125,0,0.15,0.120408163,0.510013351,1.453982441,0.714285714,0.5,0.333333333,1,1,0,3
482,0.553774215,1,0.32,1,0.736842105,0,0.016129032,0.222222222,0.025,0.571428571,0.85,0.5,0.508678238,-1.531833109,0.642857143,0.333333333,0.5,0,0,1,0
483,0.651302605,0,0,0,0,1,0.661290323,0.666666667,0.566666667,0.142857143,0.1,0.912755102,0.982643525,1.40142176,0.714285714,0.555555556,0.222222222,1,0,1,3
484,0.72010688,1,0.4,0,0,0,0.403225806,0.111111111,0.516666667,0.714285714,0.9,0.423979592,0.656875834,-0.379186587,0.785714286,0.222222222,0.444444444,1,1,1,1
485,0.518370073,0,1,0,0,1,0.629032258,0.222222222,1,0.428571429,0.15,0.460204082,0.393858478,-1.563185095,0.285714286,0.222222222,0.666666667,1,1,1,0
486,0.392785571,1,0.16,1,0.631578947,1,0,0.666666667,0.541666667,0.571428571,0.75,0.324489796,0.506675567,0.590880725,0.571428571,0.666666667,0.444444444,1,0,1,2
487,0.776219105,1,0.8,1,0.684210526,1,0.403225806,0.222222222,0.741666667,0.428571429,0.7,0.423979592,0.626835781,-0.0370811,0.142857143,0.055555556,0.888888889,1,0,0,2
488,0.967267869,0,0.52,0,0,0,0.290322581,0.777777778,0.883333333,0.571428571,0.2,0.264285714,0.06141522,-0.921391511,0.857142857,0.555555556,0.388888889,0,0,0,1
489,0.425517702,0,0.24,0,0.263157895,1,0.741935484,0.555555556,0.241666667,0.285714286,0.7,0.118877551,0.85246996,-0.070277319,0.071428571,0,0.888888889,1,1,1,2
490,0.122912492,0,0.88,0,0.368421053,0,0.241935484,0.222222222,0.783333333,0.714285714,1,0.369897959,0.246995995,-0.831024024,0.214285714,0,0.888888889,1,0,1,0
491,0.927187709,0,0.92,0,0.263157895,1,0.467741935,1,0.433333333,0,0.5,0.086734694,0.404539386,1.427241042,0,0.055555556,0.055555556,1,1,1,3
492,0.237808951,1,0.6,1,0.157894737,0,0.241935484,0.111111111,0.958333333,0.857142857,0.45,0.080102041,0.299065421,0.899789993,0.857142857,0.277777778,0.611111111,1,1,0,2
493,0.935871743,0,0.92,1,0.315789474,0,0.774193548,0.777777778,0.366666667,1,0.45,0.582653061,0.596128171,-1.642487175,0.428571429,0.444444444,0.888888889,0,1,0,0
494,0.483633935,1,0.76,0,0,0,0.209677419,0,0.625,0.571428571,0,0.428571429,0.32176235,-0.142202462,0.785714286,0.444444444,0.722222222,1,1,0,1
495,0.37742151,0,0.44,0,0.263157895,0,0.596774194,0.555555556,0.425,0.571428571,0.85,0.204591837,0.724966622,0.556762388,0.071428571,0,0.833333333,1,1,1,2
496,0.703406814,1,0,1,0.578947368,0,0.048387097,1,0.366666667,0.285714286,0.6,0.201530612,0.720293725,1.393122705,0.142857143,0.222222222,0.888888889,0,0,0,3
497,0.558450234,0,0,0,0.684210526,0,0.467741935,0.777777778,0.883333333,0.142857143,1,0.024489796,0.096128171,0.051442153,0.142857143,0.222222222,0.777777778,1,0,1,1
498,0.951903808,1,0.48,1,0.052631579,1,0.5,0.333333333,0.766666667,0.285714286,0.1,0.501020408,0.43858478,0.335454256,0.071428571,0.055555556,0.666666667,1,0,0,2
499,0.245824983,0,0.32,1,0.157894737,0,0.516129032,0,0.2,0.142857143,0.2,0.243877551,0.026034713,1.604287547,0.571428571,0.166666667,0.5,1,0,0,3
500,0.519038076,1,0,1,0.052631579,0,0.838709677,0,0.2,1,0.8,0.296428571,0.166889186,-0.893727995,0.142857143,0.055555556,1,0,0,1,0
501,0.849699399,1,0.8,0,0.842105263,1,0.483870968,0.555555556,0.75,0.714285714,0.9,0.619897959,0.648865154,1.329496617,0.857142857,0.333333333,0.611111111,1,0,1,3
502,0.7748831,1,0.12,1,0.052631579,1,0.064516129,1,0.241666667,0.857142857,0.1,0.303061224,0.558744993,-1.162064105,0.285714286,0.444444444,0,1,0,1,1
503,0.625918504,0,0.68,0,0,1,0.483870968,0.555555556,0.8,0.857142857,0.3,0.348469388,0.776368491,-1.157453519,1,0.722222222,0.388888889,1,1,1,0
504,0.7748831,1,0.36,0,0,0,0.435483871,0.222222222,0.325,0.142857143,0,0.273469388,0.240987984,-1.413802105,0.285714286,0.111111111,0.388888889,1,1,1,0
505,0.898463594,1,0.04,0,0.052631579,0,0.274193548,0.666666667,0.658333333,0,0.1,0.042346939,0.182242991,-0.72959113,0.714285714,0.333333333,0.5,0,1,1,1
506,0.507014028,1,0.6,1,0.105263158,1,0.338709677,0.111111111,0.358333333,0.857142857,0.5,0.461734694,0.542723632,0.077261435,0.5,0.611111111,0.444444444,1,0,1,2
507,0.007348029,1,0,1,0.368421053,0,0.209677419,0.888888889,0.025,0.285714286,0.75,0.127040816,0.900534045,0.447952557,0.928571429,0.777777778,0.722222222,0,1,1,2
508,0.053440214,0,0.68,0,0,0,0.919354839,0.666666667,0.875,0.571428571,0.3,0.409693878,0.742990654,0.640675055,1,0.944444444,0.388888889,0,0,1,2
509,0.915831663,1,0.72,0,0.315789474,0,0.677419355,0.666666667,0.45,0.285714286,0.75,0.234183673,0.506675567,-0.156034221,0.285714286,0.222222222,0.722222222,1,0,1,2
510,0.124248497,1,0.32,0,0.473684211,1,0.774193548,0.555555556,0.591666667,0.428571429,1,0.297959184,0.434579439,1.191179034,0.642857143,0.333333333,0.333333333,1,1,0,3
511,0.374749499,1,0.8,1,0.315789474,0,0.129032258,0.888888889,0.666666667,0,0.65,0.814285714,0.872496662,1.548038397,0.142857143,0.166666667,0.777777778,0,0,1,3
512,0.786239145,1,0.72,1,0.578947368,0,0.080645161,0.444444444,0.933333333,0,0.7,0.213265306,0.843124166,-1.429478098,0,0.166666667,0.944444444,1,0,0,0
513,0.611890448,1,0,0,0.526315789,1,0.693548387,0.888888889,0.716666667,0.428571429,0.95,0.185714286,0.353137517,0.004414175,0.571428571,0.5,0.555555556,1,0,1,1
514,0.382765531,0,0.76,1,0.105263158,1,0.112903226,0.888888889,0.191666667,0.714285714,0.7,0.482653061,0.301735648,-0.162489041,0.571428571,0.055555556,0.888888889,1,1,1,1
515,0.889111556,0,0.08,0,0.105263158,0,0,0.555555556,0.083333333,0.857142857,0.3,0.094897959,0.102803738,0.787291693,0.928571429,0.388888889,0.888888889,0,0,0,2
516,0.359385438,0,0.32,0,0,1,0.161290323,0.777777778,1,1,0,0.728571429,0.885847797,-0.465865606,0.142857143,0.055555556,0.444444444,1,1,1,1
517,0.372745491,0,0.76,0,0.421052632,0,0.951612903,0,0.45,0.285714286,0.9,0.822959184,0.945260347,1.467814199,0.714285714,0.722222222,0.5,1,1,0,3
518,0.738142953,0,0.36,0,0.157894737,0,0.887096774,0,0.616666667,0.428571429,0.2,0.575,0.950600801,1.226219488,0.571428571,0.444444444,1,0,0,1,3
519,0.953239813,1,0.52,0,0.473684211,1,0.274193548,1,0.891666667,0.285714286,1,0.35255102,0.720961282,1.52406335,0.142857143,0.111111111,0.611111111,1,1,1,3
520,0.917835671,1,0,1,0.578947368,1,0.85483871,0.666666667,0.091666667,0,0.85,0.919387755,0.962616822,0.542008513,0.142857143,0.111111111,0.222222222,1,0,1,3
521,0.418837675,1,0.24,0,0.473684211,1,0.709677419,0.888888889,0.458333333,1,0.5,0.383163265,0.722296395,-0.636457291,0,0,0.5,1,0,0,1
522,0.832999332,0,0.48,1,0.315789474,1,0.193548387,0.444444444,0.55,0.285714286,0.35,0.438265306,0.489986649,1.700187738,0.785714286,0.666666667,0.055555556,1,0,1,3
523,0.609218437,0,0,1,0.263157895,0,0.790322581,0.222222222,0.308333333,0.571428571,0.55,0.095408163,0.011348465,1.160749166,0.785714286,0.277777778,0,0,0,0,3
524,0.216432866,0,0,1,0,1,0.338709677,0,0.05,0.142857143,0,0.105102041,0.945927904,1.063926858,0.214285714,0.333333333,0,1,0,1,3
525,0.726786907,1,0.36,0,0.157894737,1,0.387096774,0,0.166666667,1,0.8,0.853571429,0.840453939,1.702031973,0.785714286,0.444444444,0.888888889,1,0,1,3
526,0.022712091,1,0,1,0.421052632,1,0.838709677,0.444444444,0.541666667,1,0.75,0.362244898,0.29305741,0.506968059,0.642857143,0.444444444,0.444444444,1,0,0,2
527,0.854375418,1,0,0,0.315789474,0,0.403225806,0,0.916666667,0.428571429,0.55,0.679081633,0.642857143,0.601024015,1,0.944444444,0.666666667,1,1,1,3
528,0.781563126,0,0.04,1,0.368421053,1,0.951612903,0,0.408333333,0.142857143,0.55,0.134183673,0.232309746,0.195292439,0.357142857,0.222222222,0.277777778,1,0,0,2
529,0.881763527,0,0.16,0,0.473684211,1,0.161290323,0.222222222,0.283333333,0,0.9,0.049489796,0.869826435,0.281971458,0.142857143,0.222222222,0.222222222,1,1,1,2
530,0.384101536,1,0.84,0,0.157894737,1,0.580645161,0.666666667,0.325,0.714285714,0.4,0.065816327,0.277036048,-1.13716694,0.928571429,0.166666667,0.388888889,1,1,0,0
531,0.020708083,1,0.12,1,0.157894737,0,0.096774194,0,0.941666667,0.571428571,0.5,0.618877551,0.570093458,-1.287472047,0.571428571,0.277777778,0.333333333,1,1,0,0
532,0.184368737,1,0.84,0,0.157894737,0,0.451612903,0.888888889,0.566666667,0.571428571,0.85,0.096428571,0.429238985,1.624574126,0.642857143,0.555555556,0.277777778,1,0,0,3
533,0.478289913,1,0,0,0.157894737,0,0.241935484,0.444444444,0.85,0.428571429,0.65,0.320408163,0.08811749,-0.381030822,0.142857143,0.166666667,0.388888889,1,0,1,1
534,0.771543086,1,0.44,1,0,0,0.225806452,1,0.308333333,0.857142857,0.1,0.163265306,0.26635514,0.674793392,0.642857143,0.166666667,1,1,1,1,2
535,0.456913828,0,0.56,0,0,0,0.467741935,0.333333333,0.6,1,0.35,0.427040816,0.7623498,0.29764745,0.785714286,0.111111111,0.055555556,1,1,1,2
536,0.050768203,0,0.76,0,0.421052632,1,0.564516129,0.888888889,0.675,0.714285714,1,0.554591837,0.634178905,-1.208169966,0.428571429,0.388888889,0.944444444,1,1,1,0
537,0.157648631,1,0.76,1,0.368421053,0,0.758064516,0.555555556,0.941666667,0.428571429,0.8,0.398469388,0.642857143,0.762394528,0.142857143,0,0.444444444,0,1,0,2
538,0.135604542,0,0.68,1,0.210526316,0,0.822580645,0.111111111,0.883333333,0.714285714,0.3,0.128061224,0.342456609,1.409720815,0.142857143,0.055555556,0.722222222,1,1,1,2
539,0.016032064,1,0,1,0.263157895,0,0.790322581,0.444444444,0.475,1,0.55,0.133673469,0.725634179,-0.215049723,0.928571429,0.166666667,0.555555556,0,1,0,1
540,0.002004008,1,0,1,0.263157895,0,0.225806452,0,0.716666667,0,0.45,0.391326531,0.777703605,-1.312369211,0.857142857,0.833333333,0.722222222,1,0,1,0
541,0.19505678,0,0.28,1,0.052631579,1,0.580645161,0.555555556,0.8,0.428571429,0.35,0.625510204,0.877837116,0.935752565,0.071428571,0.055555556,0.555555556,1,1,1,3
542,0.045424182,0,0.04,1,0.105263158,0,0.596774194,0,0.866666667,1,0.45,0.198469388,0.159546061,0.633298117,0.142857143,0.333333333,0.277777778,1,0,1,1
543,0.72745491,0,0.56,1,0.157894737,1,0.306451613,1,0.666666667,0.571428571,0.9,0.469387755,0.309078772,-0.390251994,0.428571429,0.222222222,0.111111111,1,0,1,1
544,0.13760855,0,0,0,0,1,0.225806452,0,0.95,0.142857143,0,0.523979592,0.672897196,-0.250090177,0.857142857,0.777777778,0.555555556,1,1,1,1
545,0.177688711,0,0.56,0,0.842105263,1,0.274193548,0.111111111,0.875,0.714285714,0.85,0.138265306,0.333778371,0.295803216,0.071428571,0.055555556,0.222222222,1,1,1,1
546,0.567134269,1,0,1,0,1,0.774193548,0.777777778,0.841666667,1,0.2,0.188265306,0.029372497,0.150108695,0.714285714,0.055555556,0.333333333,1,1,0,1
547,0.411489646,1,0.04,1,0,0,0.467741935,0.111111111,0.55,0.142857143,0.35,0.641836735,0.752336449,-0.111772594,0.214285714,0.388888889,0.666666667,0,1,1,2
548,0.093520374,1,0.24,0,0,1,0.080645161,0.888888889,0.933333333,0,0.15,0.212755102,0.172897196,1.356238016,0.142857143,0.277777778,0.944444444,1,1,1,2
549,0.334669339,0,0.12,1,0,1,0.532258065,0.444444444,0.025,0.142857143,0.2,0.68622449,0.611481976,-0.367199064,0.785714286,0.277777778,0.944444444,1,0,1,1
550,0.605878424,1,0.64,1,0.526315789,0,0.693548387,0.888888889,0.075,0.571428571,0.7,0.312755102,0.392523364,1.685433863,0.214285714,0.333333333,0.055555556,0,0,1,3
551,0.934535738,1,0.6,1,0.052631579,0,0.629032258,0.444444444,0.916666667,1,0.3,0.465306122,0.73164219,-1.174973746,0,0.055555556,0.111111111,1,1,1,1
552,0.150300601,0,0.96,0,0,0,0.661290323,0,0.175,1,0,0.339795918,0.173564753,-0.625391884,0.857142857,0.111111111,0.333333333,1,1,0,0
553,0.696726787,0,0.72,0,0.631578947,1,0.693548387,0,0.275,1,1,0.120408163,0.238317757,-0.760020998,0.214285714,0.388888889,0.888888889,1,1,0,1
554,0.636606546,1,0.44,0,0.315789474,1,0.306451613,0.111111111,0.666666667,0.428571429,0.5,0.094897959,0.400534045,-1.295771102,0.642857143,0.555555556,0.444444444,1,1,1,0
555,0.486973948,1,0.68,1,0.315789474,0,0.387096774,0.777777778,0.358333333,0.571428571,0.35,0.212244898,0.117489987,-1.04772157,0.428571429,0.277777778,0.388888889,0,1,1,0
556,0.702070808,0,0.28,0,0.526315789,1,0.822580645,0.222222222,0.833333333,1,0.9,0.219387755,0.105473965,0.444264088,0.571428571,0.333333333,0.555555556,1,0,0,2
557,0.68002672,0,0.64,0,0,0,0.483870968,0.666666667,1,0,0.5,0.085714286,0.493324433,0.726431956,0.428571429,0.555555556,0.722222222,1,1,0,2
558,0.148296593,1,0.56,0,0.210526316,0,0.451612903,0.222222222,0.183333333,0,0.35,0.748469388,0.935246996,0.198058791,1,0.5,0.833333333,0,1,1,2
559,0.460921844,0,0.76,1,0.105263158,0,0.177419355,0.888888889,0.741666667,0,0.35,0.091326531,0.876502003,-1.010836881,0.642857143,0.333333333,0.333333333,1,1,1,0
560,0.445557782,0,0.32,0,0.473684211,0,0.951612903,0,0.083333333,1,0.5,0.081122449,0.719626168,0.96710455,0.285714286,0.222222222,0.833333333,0,0,1,3
561,0.486305945,0,0,1,0.789473684,0,0.193548387,0.777777778,0.925,0.142857143,0.8,0.06122449,0.919893191,-0.421603979,0.857142857,0.333333333,0.833333333,0,0,1,1
562,0.839679359,1,0,0,0.578947368,1,0.177419355,0.555555556,0.916666667,1,0.7,0.38877551,0.910547397,-0.209517019,0.071428571,0.111111111,0.722222222,1,0,0,2
563,0.527054108,0,0,0,0,0,0.016129032,0,0.525,0.714285714,0.2,0.306122449,0.406542056,-0.839323079,0.285714286,0.444444444,0.722222222,0,1,1,1
564,0.048764195,0,0.92,1,0.842105263,0,0.580645161,0,0.083333333,0.714285714,0.85,0.145918367,0.447930574,1.055627803,0.214285714,0.388888889,0.444444444,0,1,0,2
565,0.514362057,1,0,0,0.631578947,0,0.483870968,0,0.275,0.857142857,0.75,0.68877551,0.96728972,-1.548431219,0.714285714,0.777777778,0.666666667,0,0,1,0
566,0.446893788,1,0.28,0,0.210526316,0,0.451612903,0.333333333,0.025,1,0.75,0.01377551,0.815754339,-0.969341607,0.071428571,0.222222222,0.333333333,1,1,0,0
567,0.513026052,1,0.32,0,0.736842105,0,0.806451613,0.777777778,0.316666667,0.142857143,0.75,0.814795918,0.947930574,-1.345565431,0.928571429,0.277777778,0.166666667,0,0,0,1
568,0.525718103,0,0.92,1,0.789473684,0,0.774193548,0,0.341666667,0.142857143,1,0.600510204,0.873831776,0.926531393,0.857142857,0.333333333,0,0,0,0,3
569,0.577822311,1,0.08,1,0,1,0.516129032,0,0.583333333,0.142857143,0.45,0.205102041,0.309746328,1.269558998,0.571428571,0.611111111,0.055555556,1,0,0,3
570,0.715430862,1,0.12,1,0.368421053,1,0.096774194,0.777777778,0.741666667,0.571428571,0.4,0.294387755,0.491989319,1.232674309,0.071428571,0.166666667,0.444444444,1,1,1,3
571,0.752171009,0,0.16,1,0.473684211,1,0.483870968,0,0.833333333,0.714285714,0.8,0.026530612,0.388518024,0.997534418,0.5,0.333333333,0.777777778,1,1,0,3
572,0.801603206,1,0,0,0.684210526,1,0.709677419,0.888888889,0.291666667,0.142857143,0.75,0.185714286,0.218958611,1.468736317,0.428571429,0,0.444444444,1,1,0,3
573,0.934535738,1,0,1,0,1,0.85483871,0.888888889,0.758333333,0,0.05,0.476530612,0.494659546,1.65315976,0.714285714,0.277777778,0.888888889,1,0,1,3
574,0.983967936,0,0.2,0,0.210526316,0,0.35483871,0.222222222,0,0.857142857,0.65,0.12755102,0.030040053,-1.164830457,0.142857143,0.222222222,0.222222222,1,0,1,0
575,0.46492986,1,0,1,0.473684211,0,0.290322581,0,0.408333333,0.571428571,0.5,0.109183673,0.807743658,0.701534792,1,0.388888889,0.666666667,1,1,1,2
576,0.05744823,1,0.72,1,0.210526316,0,0.064516129,0.666666667,0.75,0,0.8,0.312244898,0.863150868,0.601946132,0.285714286,0.111111111,0.666666667,1,1,0,2
577,0.289245157,0,0.24,0,0.368421053,0,0.35483871,0.777777778,0.266666667,0.571428571,0.6,0.566836735,0.642857143,-1.020980171,0.5,0.388888889,0.388888889,0,0,1,0
578,0.463593854,0,0.6,1,0.052631579,1,0.338709677,0,0.016666667,0.428571429,0.45,0.083163265,0.400534045,-1.055098508,0.571428571,0.5,0.833333333,1,0,0,0
579,0.903139613,1,0.2,0,0.105263158,0,0.338709677,0.333333333,0.1,0,0.75,0.103061224,0.968624833,0.600101898,0.642857143,0.222222222,0.833333333,1,0,0,3
580,0.442885772,0,0.2,0,0.210526316,1,0.274193548,0.888888889,0.125,1,0.9,0.371938776,0.803738318,1.092512492,0.714285714,0.166666667,0.055555556,1,0,1,3
581,0.675350701,1,0,0,0.421052632,1,0.258064516,0,0.066666667,0.285714286,0.85,0.550510204,0.932576769,1.367303423,0.5,0.555555556,0.222222222,1,1,1,3
582,0.488309953,0,0.96,1,0.052631579,1,0.35483871,0.222222222,0.741666667,0.571428571,0.85,0.184183673,0.206275033,-0.799672039,0.785714286,0.555555556,0.777777778,1,0,0,0
583,0.876419506,1,0.04,1,0,1,0.048387097,0.111111111,0.983333333,0.285714286,0.4,0.17244898,0.538050734,-1.258886413,0.285714286,0.166666667,0.666666667,1,1,0,0
584,0.297261189,1,0.84,1,0.894736842,0,0.048387097,0,0.716666667,0.285714286,1,0.866326531,0.848464619,1.471502668,0.714285714,0.388888889,0.111111111,0,1,0,3
585,0.158984636,1,0.72,1,0.105263158,1,0.903225806,0,0.066666667,0.285714286,0.2,0.536734694,0.691588785,-1.520767703,0.142857143,0.333333333,0.222222222,1,0,1,0
586,0.135604542,1,0.88,0,0.421052632,1,0.435483871,0.111111111,0,0,0.5,0.565306122,0.673564753,-0.924157863,0.285714286,0.166666667,0.444444444,1,1,1,0
587,0.776219105,1,0,0,0,0,0.612903226,0.555555556,0.558333333,0.428571429,0.75,0.485204082,0.697596796,-0.726824778,0.214285714,0.277777778,0.722222222,1,0,0,1
588,0.978623914,1,0.36,1,0.105263158,0,0.612903226,0.888888889,0.875,1,0.9,0.610714286,0.992656876,-0.866064478,0.428571429,0.111111111,1,0,1,0,2
589,0.479625919,0,0.2,1,0,0,0.241935484,0.666666667,0.966666667,0.571428571,0.2,0.241326531,0.348464619,-1.308680743,0.428571429,0.166666667,0.222222222,0,1,1,0
590,0.074148297,1,0.08,0,0.315789474,0,0.532258065,0.555555556,0.841666667,0.571428571,0.6,0.660204082,0.558744993,0.963416081,0.642857143,0.5,0.222222222,0,0,0,2
591,0.772879092,1,0.36,0,0,1,0.596774194,0.666666667,0.85,0,0.25,0.209183673,0.014686248,1.252960888,0.357142857,0.055555556,0.722222222,1,0,1,3
592,0.509018036,0,0,0,0.631578947,0,1,0.222222222,0.791666667,0.571428571,0.9,0.090816327,0.923230975,-0.867908713,0.642857143,0.166666667,0.833333333,0,0,1,1
593,0.597194389,1,0.92,0,0,1,0.85483871,0.555555556,0.316666667,0.285714286,0.05,0.398979592,0.859145527,1.151527994,0.428571429,0.111111111,0.777777778,1,1,0,3
594,0.080160321,1,0.88,1,0,0,0.838709677,0,0.591666667,0.428571429,1,0.221428571,0.273698264,0.624076945,0.071428571,0.055555556,0.166666667,1,1,1,2
595,0.100868403,0,0,1,0.052631579,0,0.903225806,0.555555556,0.516666667,0.285714286,0.1,0.236734694,0.187583445,-1.437777153,0.928571429,0.666666667,0.388888889,0,0,1,0
596,0.450233801,0,0.04,0,0.526315789,0,0.370967742,0,0.541666667,0.142857143,0.6,0.069897959,0.668224299,0.948662206,0.285714286,0.222222222,0.555555556,1,0,0,2
597,0.04008016,1,0.2,0,0,0,0.14516129,0,0.691666667,1,0.5,0.251020408,0.451268358,1.19578962,0.785714286,0.111111111,0.166666667,1,1,1,2
598,0.424849699,0,0.68,0,0.315789474,1,0.016129032,0.888888889,0.775,0.571428571,0.35,0.637755102,0.524032043,-1.66738434,0.714285714,0.777777778,0.833333333,1,0,0,0
599,0.891115564,1,0.72,0,0.210526316,1,0.14516129,0,0.941666667,0.857142857,0.65,0.196428571,0.05540721,-1.545664868,0.928571429,0.944444444,0.666666667,1,0,0,0
600,0.446893788,0,0.96,1,0.105263158,0,0.612903226,0.333333333,0.741666667,0.714285714,0.25,0.217857143,0.122830441,0.222955956,0.785714286,0.444444444,0,1,1,1,1
601,0.730794923,1,0.12,1,0,1,0.677419355,0.666666667,0.041666667,0.428571429,1,0.52244898,0.893190921,1.61996354,0.642857143,0.555555556,0.388888889,1,0,1,3
602,0.813627255,1,0.6,0,0,0,0.161290323,0.222222222,0.35,1,0.35,0.12244898,0.269692924,-1.532755226,0.071428571,0.166666667,0.166666667,0,0,0,0
603,0.847695391,0,0.72,1,0,0,0.080645161,0.777777778,0.4,0.857142857,0.3,0.452040816,0.702269693,-0.594039899,0.071428571,0.055555556,0.833333333,1,0,0,1
604,0.541750167,0,0,1,0,1,0.419354839,0.777777778,0.691666667,0.142857143,0,0.629081633,0.903871829,-0.956431966,0.857142857,0.888888889,0.666666667,1,0,0,1
605,0.919839679,0,0.4,1,0.263157895,1,0.870967742,0.222222222,0.491666667,0.571428571,0.65,0.093367347,0.039385848,0.541086396,0.214285714,0.111111111,0.055555556,1,1,1,2
606,0.915163661,1,0.6,0,0.368421053,1,0.290322581,0,0.008333333,0.857142857,0.7,0.044897959,0.789052069,0.018245933,0.571428571,0.666666667,0.555555556,1,1,1,2
607,0.281229125,0,0.4,1,0.052631579,1,0.532258065,0.888888889,0.9,0.857142857,0.75,0.518367347,0.589452603,-0.884506823,1,0.333333333,0.111111111,1,1,1,0
